,peak_vel_ms,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
SB061,9.434589409127712,341.1207456562642,-1.563039639304952,-3.1718498317855186,-0.36297593368192976,0.6093243880475178,-0.1873340947271828,1.0709508691414047,3.459774654560333,-3.055085211598052,1.5419930098239008,0.3198770681876727,-0.7437681275054628,0.4624567086746229,-1.3236283242339537,-1.2399286672347718
SB101,10.020741979437284,-15.926809403641316,17.134560942873197,4.84979581791863,-0.07446804709388477,1.4917333647996058,0.2542723565239268,1.964976101301012,0.5637398975045992,-2.0696499354919613,-1.933044583612367,-2.25593534556162,0.4816594765802956,0.8728035230047908,0.07492886283855156,0.49238651185534527
SB102,7.983434694287586,-302.0694334007652,6.030210783523308,-1.8128503386187622,-2.7291669404722003,-0.017272556348149556,0.31519125594777425,-1.5364236351365985,-0.2856164093303192,-0.29495981141573313,-1.4300941982298505,-0.733665437986842,0.9068935235896719,-0.5212621530214728,1.08054740792834,-1.0374817508166956
SB110,7.781579206119987,-143.84251865549487,-27.37276076828228,0.3003205149576475,-2.492217615484818,2.279780693912832,1.32693343350048,1.4237709112531571,0.00856141371811462,-1.9739889987303891,-1.8792266073816921,0.019412512708970393,-2.432623899167722,1.0995340453990574,-0.8478759873046099,-0.04358431527072669
SB111,8.983885377047828,45.78372150603719,-0.6436331162551895,-2.8320533120586107,-0.3462884815384956,2.7857258250250254,-1.5465487567089469,0.9494634668168064,-3.1593130757934045,1.6343304859652903,0.034168746759503654,-3.247614206592754,-0.13995061091858896,-0.1342998568023681,-0.308226024730178,-0.3726017189812543
SB112,9.022733134613441,-5.157601488496393,15.58465241888839,2.4055994874908064,2.7515733439292607,-1.9276512602122098,-1.8879350676973436,3.7744732954543947,-2.380608975254285,-1.5308905641200816,0.8979344292547579,0.6584301928712964,-0.6848747647882876,-1.1297687876732296,0.22307311902592264,0.4975662752609728
SB15,8.425852812499365,19.164666805780715,1.3178346934097005,-0.890026237796652,2.496115279242616,2.5613518507734145,-1.7763854484095751,-1.8288627683858285,1.9673646909226181,0.8602494094995303,-0.46994348627642263,0.3180017482933855,-0.2458104489760902,3.3875203381359293,0.26972702043364216,-0.43561456583091057
SB150,8.338030946857621,77.57834340525434,-17.520754244558795,2.295625100752787,-0.8419056801321338,0.2249272517213439,-2.076876707489373,2.41480855544245,-2.01614061220279,0.710243747106448,1.8355511768709452,-0.5057873103326095,0.09866116359971083,-0.06815071954533015,2.1289122748483487,0.09376810359892815
SB151,8.138280019066904,-113.63661854716672,-11.526616628660515,-0.6935626126498542,3.9360588217092563,1.7252953770895454,2.7401205797538513,-4.007875787807876,-0.9401500454566613,-1.5456978647232336,0.39326776656843027,-1.8281639855885368,0.705483801875732,-0.26840793923051315,-0.08342120131822385,-1.1601211740795747
SB153,7.591736470223553,-233.82752018435679,-28.906698297694064,-1.5897286417660925,2.660441736634896,-0.7320689190766586,3.941862309842467,-1.3119952352366364,-1.3307597578318695,-0.7333065103654861,0.8670094503253862,1.0944351154234415,-1.436562693848806,-1.4617744596932718,-1.0587987677647208,0.11393226406406162
SB154,9.276405525289894,0.18240087929976312,13.47174410622875,2.565020296966995,-7.012072194239909,-0.09267662519771132,-0.9931110415906594,0.028222934866525887,-0.2013832016083309,-1.7301467125735108,-3.0633487227474046,1.590004410418615,-0.2523042490453665,-1.6017037631950317,0.5354267441993155,-1.101875212001273
