,peak_vel_ms,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
SB155,9.345576969512257,137.15014666107666,-10.432746058084401,-6.526362181416474,-2.4581661938037507,1.3994270530213253,-3.342051614047563,-0.856424028409146,-2.674880382063143,0.46029300231134057,-1.032793173975003,1.0809625121154476,-1.3446034182471511,0.2348982130524923,0.8950404764980344,-1.1498929861667413
SB16,8.621422047819747,116.28802457956627,-7.442577398386557,-3.7710158569387393,-1.2867288613282541,2.770850392911968,2.7932865144005543,-1.455065357976267,2.422670172303853,1.414001070855934,-0.7622638278475357,1.1347818838503272,1.2710286316050299,-1.9030201360468428,0.7514331916408861,1.8686940850607323
SB160,8.048714961534325,11.143676880838484,-18.40217531489267,-3.828110868471403,-0.7555863316401111,0.6942377724668385,1.7288315134696157,3.5746947369656903,-2.6659039163419505,-0.7688248232444991,-0.01126369222433798,1.3741906765322398,3.091552477203765,1.2788916799302523,-0.849043621656389,0.8703116445738225
SB161,8.686146123584441,-70.45983673804015,26.84204875064469,-0.9075790604119844,1.751970641377178,-0.6733913230986593,-2.3322819315068264,-3.212794237224909,-0.1442367983246207,-1.9164701009980383,1.3260287290952193,-0.2836105613819965,-0.7604870753641235,0.4119619821728587,-0.5978239863449063,1.1975502822184247
SB20,8.89427036585331,171.33756036891728,-5.366514566929631,3.4698756609910224,7.045389257651897,3.7296170418993557,2.2991896046394547,0.24670072159705778,0.45440910283734415,0.4907922063346082,0.2133446962820928,-0.3020034841681121,-0.9828324355865833,-1.0968413675858495,0.8302210401983896,0.659398152459149
SB202,7.004778069381533,37.811009849284645,12.02628338496293,2.007877903917591,0.3824449633008402,-0.8911253845049899,2.5699614383899183,-0.6905854942378383,-2.3784273514122565,3.5082856572119296,-0.24492440489824094,3.95650279432618,-0.6625593373952577,1.156736548790081,-1.2470429075669895,-0.26395357038143197
SB23,8.221829186155208,-43.18953670184055,-25.889928596787183,-1.0823242121577938,1.6916477399354768,-1.1947087667401568,1.870242764407376,1.1920754063277388,1.7271210682974918,-2.067965318934449,-0.2675766487920856,0.5613177405175346,-0.6841542516454251,0.9286007187853119,1.8959595077117675,1.0822612048809173
SB25,8.506191870362132,-21.95978956777852,-3.573964531544346,8.369182727211427,-2.4855996712134507,1.5899679906081159,-0.32652039823148166,0.8020759437015623,3.766902616637435,0.8477037910418362,-0.18310160833798556,1.071089731391467,0.8936901558891968,-0.6931106946166401,-0.5348867213502665,-0.6357584653040906
SB26,9.213301569911875,-4.719734443025476,-35.319696679372576,-2.5246192571584514,-4.463579621356636,-1.655636464053689,-6.466261960269939,-1.290557285510625,1.834017759743754,1.8936701863152359,0.8931997197390852,-0.7950682497061833,-0.8470827623614621,-0.894208596358241,-1.0207455445182434,1.4060156944524356
SB50,9.809412984396964,194.30355500515395,-22.998023874087956,5.3148793139956085,5.734355921904807,-6.464454774393431,-2.149611922471516,-1.3820763902062256,-0.8492841657536441,-0.7819424400654531,-0.5842572748149956,0.050426021188582096,0.8405222412076723,-0.7264022404479205,-0.3654371130572685,-1.4763607090588466
SB60,9.176101426530334,12.571421090881337,-12.234324860294516,7.004514045910213,-0.2615597187839499,3.934621528890714,-1.3790273264786361,-1.798793561991936,-0.8018690386456256,2.1379483454962522,0.47102250936161155,-0.3040016999987,2.094507216071888,0.4978894104353475,0.06435271152114255,-0.19241246862070105
SB70,9.010254887173923,40.724582244500766,40.80604628091265,-1.2914484688346013,1.583599194157153,4.946110580887812,-0.707098128683235,0.8949498389592798,-0.6371378431191262,0.2867194393831275,0.3387892916331762,-0.16527990897996436,-1.1070543918114955,-1.398271773333613,-1.3464313817424922,0.08176854543250728
SB73,9.213088052323199,129.16549755406714,7.436207943963344,-3.3190012047120065,1.20582101934167,-5.161638067330753,3.9657905220400407,1.5521925081740382,1.3668101463499671,3.8450724165424233,-2.958684069069938,-2.767867273029226,-0.7875970358820206,0.08355862418143042,-0.3699481971788087,-0.06662497373132209
SB74,8.935868505249166,-86.63801484372053,23.718431581500095,-8.233995126461924,5.982217965570767,-1.1318339519949068,-3.1197712766802144,0.3484907954101236,1.820287887324091,-0.2700609346213208,-0.8102340390278233,1.586928686991931,2.222480277242392,-0.40646657000814995,0.8222200598680981,-0.40519351862725683
SB80,7.747758958911602,-229.11195305201755,20.07393779902521,3.317615258963476,1.5432538726742648,-2.1786940337338616,-1.394778050254811,0.4774832967412558,1.0921709635782317,1.9123174883478755,0.9918580686542131,0.6624855155511029,-2.2008795287214844,0.7459528288807652,1.3629857007075148,0.3485240697416044
SB81,7.6860344021767695,-228.26613645134532,1.7619742999903072,-2.317493997028525,-2.594961354381163,-0.8770799830850389,2.024163245897059,2.949615006340863,2.1847413456913074,1.4090566606042405,3.722654566835404,-0.7854887975261069,0.8021202544393774,-0.18785112646194357,-0.43932021690053663,-1.7549471397867764
SB82,9.883747973842755,-135.12376605102548,6.411565829437653,2.118813544293189,0.041186720411502994,-2.7903692577548984,-2.076639961982861,-0.16001047206910696,-0.4236377793044471,-0.8976201429246388,-1.0917496027391642,-0.6776129091670557,1.4002537199945269,0.4606446782236797,-1.7885790897472347,1.6717444982797187
SB91,7.980373398487291,152.45831661465928,18.285422336682277,0.5070929780920586,-5.264000761286007,-2.4938822510639143,2.9535077104246623,-2.039792344050462,-0.8921103399667522,-0.8707284274571562,1.6507619764343266,-0.3384657961136947,0.2494222796762022,0.4330508371042122,0.6257096805826813,0.5287984083914942
SB92,7.949848405498946,147.14560042713302,18.292533423093154,0.2658085568059478,-5.376799071404886,-2.4604874934663967,2.9788804379930056,-2.0936877902498714,-0.8871120270599472,-0.9033461097520552,1.5449218023367497,-0.48828164423480536,0.25486981228988115,0.43704004724957574,0.6206712874121824,0.4236314956222695
